question,answer
我最橫刀向天笑，下句,去留肝膽兩崑崙
我欲乘風歸去,又恐瓊樓玉宇
戰戰競競，如臨深淵,如履薄冰
打開一個高級寶箱需要消耗多少靈石,"200,000"
折戟沉沙鐵未銷,自將磨洗認前朝
折戟沉沙鐵未銷，下句,自將磨洗認前朝
抽刀斷水水更流,舉杯消愁愁更愁
抽刀斷水水更流，下句,舉杯消愁愁更愁
拍賣行上架最低價格是多少天命,50
拍賣行上架道具被其他仙友買走後將會獲得哪種貨幣,機緣
拍賣行上架道具被其他仙友買走後將獲得各種貨幣,機緣
拍賣行的競標最小加價幅度為,0.1
接天蓮葉無窮碧,映日荷花別樣紅
接天蓮葉無窮碧，下句,映日荷花別樣紅
提供藥園澆灌時間加成屬性的仙友錄仙友是哪位,龍吉公主
提升寵物的等級到滿級需要多少經驗,無數
故人西辭黃鶴樓,煙花三月下揚州
故人西辭黃鶴樓，下句,煙花三月下揚州
文章千古事,得失寸心知
文章千古事，下句,得失寸心知
施展一次禁忌神通需要耗費多少法力,全身法力
日出江花紅勝火,春來江水綠如藍
日出江花紅勝火，下句,春來江水綠如藍
日暮東風怨啼鳥,落花猶似墜樓人
日暮東風怨啼鳥，下句,落花猶似墜樓人
日照香爐生紫煙,遙看瀑布掛前川
日照香爐生紫煙，下句,遙看瀑布掛前川
明日隔山嶽,世事兩茫茫
明日隔山嶽，下句,世事兩茫茫
明月何時照我還,燕然未勒歸無計
明月何時照我還，上句,燕然未勒歸無計
明月出天山,蒼茫雲海間
明月出天山，下句,蒼茫雲海間
映陰曹一角降世，單此界靈土，削魂厄魄，如陷鬼沼,冥術陰曹暗
春城暗示飛花,寒食東風禦柳斜
春城無處不飛花，下句,寒食東風御柳斜
春宵一刻值千金,花有清香月有陰
春宵一刻值千金，下句,花有清香月有陰
春潮帶雨晚來急,野渡無人舟自橫
春潮帶雨晚來急，下句,野渡無人舟自橫
春色滿園關不住,一枝紅杏出牆來
春色滿園關不住，下句,一枝紅杏出牆來
春蠶到死絲方盡,蠟炬成灰淚始幹
春蠶到死絲方盡，下句,蠟炬成灰淚始幹
曉看紅溼處，下句,花重錦官城
曉看紅濕處,花重錦官城
月落烏啼霜滿天,江楓漁火對愁眠
月落烏啼霜滿天，下句,江楓漁火對愁眠
有人問我修行法,只種心田養此身
本命法寶法技進階需要消耗哪種材料,機緣
本命法寶祭靈進階需要消耗哪種材料,玉衡
本命鑄寶系統在本命法寶幾階時解鎖,八階
本命鑄造幾階解鎖,八階
李白乘舟將欲行,忽聞岸上踏歌聲
李白乘舟將欲行，下句,忽聞岸上踏歌聲
東風不與周郎便,銅雀春深鎖二喬
東風不與周郎便，下句,銅雀春深鎖二喬
松下問童子,言師採藥去
松下問童子，下句,言師採藥去
桃花潭水深千尺,不及汪倫送我情
桃花潭水深千尺，下句,不及汪倫送我情
楊柳依依,昔我往矣
楊花落儘子規啼，下句,聞道龍標過五溪
楊花落盡子規啼,聞道龍標過五溪
極品靈脈的儲量是多少,1000
橙品古寶從二星升到三星需要消耗多少古寶碎片,40
橙品道法果可以進行多少小時的法則閉關效果,12時
橙色突破丹藥可以增加多少突破率,0.4
橙色突破丹藥可以降低多少比例的元神恢復時間,1
橫看成嶺側成峰,遠近高低各不同
橫看成嶺側成峰，下句,遠近高低各不同
欲將西湖比西子,淡妝濃抹總相宜
欲把西湖比西子，下句,淡妝濃抹總相宜
欲窮千里目,更上一層樓
欲窮千里目，下句,更上一層樓
正是江南好風景,落花時節又逢君
此手段無窮無盡，又具有金剛不壞之力，達到武道乾陽之極,封魔困龍手
“此手法變化無窮，又具有金剛不壞之力，可謂武道乾陽之極。”形容哪一神通,封魔困龍手
“此為呂仙觀雨所悟，劍出如驟雨，一劍疾出，速擊倆次”形容哪一神通,驟雨劍法
此為呂仙觀雨所悟，劍出如驟雨，一劍疾出，速擊兩人次,驟雨劍法
歷練點的獲取渠道不包括,每日福緣
死去元知萬事空，下句,但悲不見九州同
“殃陰曹一角降世，罩此界靈土，削魂厄魄，如陷鬼沼”是形容哪一神通,冥術·陰曹暗荊
每500次神遊三界可獲得福贈獎勵包括,自選絕技箱
每一次宗門大戰最多可以復活幾次,5
每一次跨服戰的獎勵是什麼,神器法寶
每件上品鑄寶共有多少種外觀,3種
每天最多可以獲得幾個懸賞令任務,3個
每天最多可獲得幾個懸賞任務,3個
每天會有幾次神獸入侵,2
每天第一次澆灌藥園需要消耗多少機緣,0
每天第一次購買功法點需要消耗多少機緣,50
每提升一級修改為，可以增加多少點悟性,500
每日修練一次的靈氣上限需要多少,30
每日可以免費建設宗門幾次,1次
每日可免費建造宗門數次,1次
每次開啟鎮魔深淵，可以在鎮魔秘境中停留多長時間,10分鐘
每累計多少鍛造值後，下次鍛造必出紫色及以上的裝備,100
每週開啟多少次鎮魔深淵玩法,3
每門派最多可容納多少名弟子,100
水光瀲灩晴方好,山色空濛雨亦奇
水光瀲灩晴方好，下句,山色空濛雨亦奇
江上往來人,但愛海鰣魚美
江上往來人，下句,但愛鱸魚美
江東子弟多才俊,捲土重來未可知
江東子弟多才俊，下句,捲土重來未可知
江涵秋影雁初飛,與客攜壺上翠微
江涵秋影雁初飛，下句,與客攜壺上翠微
江碧鳥逾白,山青花欲燃
江碧鳥逾白，下句,山青花欲燃
沉舟側畔千帆過,病樹前頭萬木春
沉舟側畔千帆過，下句,病樹前頭萬木春
泉眼無聲惜細流,樹陰照水愛晴柔
泉眼無聲惜細流，下句,樹陰照水愛晴柔
波撼岳陽城，上句,氣蒸雲夢澤
波震嶽陽城,氣蒸雲夢澤
泥融飛燕子,沙暖睡鴛鴦
泥融飛燕子，下句,沙暖睡鴛鴦
洛陽親友如相見,一片冰心在玉壺
洛陽親友如相見，下句,一片冰心在玉壺
洞天兵主需要激活套裝幾階才能獲得,4
海上明月共潮生,春江潮水連海平
海上明月共潮生，上句,春江潮水連海平
消耗輪迴玉，修仙者可以在輪迴池中經歷什麼,一世人生
深層開啟鎮魔深淵，可以在鎮魔秘境中停留多久,10分鐘
清明時節雨紛紛,路上行人慾斷魂
清明時節雨紛紛，下句,路上行人慾斷魂
清時有味是無能,閒愛孤雲靜愛僧
清時有味是無能，下句,閒愛孤雲靜愛僧
“清虛舊夢”中，你是什麼境界能夠返回人界的,返虛中期對應境界
《清虛舊夢》中師傅為你煉製的法寶是,清虛寶衣
“清虛舊夢”中，第三次回溯，師傅為何而死,保護門人
“清虛舊夢”中，第二次回溯靈臺宗為何背叛清虛觀,幫助魚問桃飛昇
“清虛舊夢”中，第二次回溯，魚問桃通過什麼卜卦,頭髮
清虛舊夢，你共輪了幾次,一千一百二十三次
清虛舊夢，你共輪迴了多少次,一千一百二十三次
“清虛舊夢”第一千一百二十三次回溯，天道變幻為什麼,真龍
清虛觀屬於人界什麼洲,東勝神洲
渡劫時可以使用什麼減少雷劫的傷害,靈盾
湖光秋月兩相和,潭面無風鏡未磨
湖光秋月兩相和，下句,潭面無風鏡未磨
溪柴火軟蠻氈暖,我與狸奴不出門
溪柴火軟蠻氈暖，下句,我與狸奴不出門
溪雲初起日沉閣,山雨欲來風滿樓
溪雲初起日沉閣，下句,山雨欲來風滿樓
漢字的創造者是誰,倉頡
濁酒一杯家萬裡,燕然未勒歸無計
濁酒一杯家萬里，下句,燕然未勒歸無計
為伊消得人憔悴,衣帶漸寬終不悔
為伊消得人憔悴，上句,衣帶漸寬終不悔
無可奈何花落去,似曾相識燕歸來
無可奈何花落去，下句,似曾相識燕歸來
無法使用哪種道具購買琳琅寶闕的時裝,九玄仙玉
無法用哪種道具購買琳瑯寶闕的時裝,九玄仙玉
無法通過懸賞令獲得哪種獎勵,造化至寶
無邊落木蕭蕭下,不盡長江滾滾來
無邊落木蕭蕭下，下句,不盡長江滾滾來
煉器大會每日默認的煉器次數是多少,30
煉器大會第三天解鎖的榜單是,飾品
煉器大會首日解鎖的榜單是,武器
煉製一件仙器需要多少種材料,九九八十一
煉製一件神兵利器需要多長時間,數百年
煉製一件神器需要耗費多少種天材地寶,萬種靈寶
煉製一件聖器需要耗費多少種天材地寶,世間珍寶
煉製一本聖級功法需要多少天,400天
煉製一爐丹藥平均需要消耗多少靈草,山海之數
煉製一爐丹藥需要多長時間,2個時辰
煉製一顆九轉金丹需要多少種靈藥,諸般靈藥
煉製仙丹需要多少種靈藥,數十種
煙籠寒水月籠沙,夜泊秦淮近酒家
煙籠寒水月籠沙，下句,夜泊秦淮近酒家
燭光銀秋光冷畫屏,輕羅小扇撲流螢
爆竹聲中一歲除,春風送暖入屠蘇
爆竹聲中一歲除，下句,春風送暖入屠蘇
“爐融萬物生金液，真火百鍊塑靈丹”指的是修仙六藝中的,煉丹
狂風落盡深紅色,綠葉成陰子滿枝
狂風落盡深紅色，下句,綠葉成陰子滿枝
獨在異鄉為異客,每逢佳節倍思親
獨在異鄉為異客，下句,每逢佳節倍思親
王師北定中原日,家祭無忘告乃翁
王師北定中原日，下句,家祭無忘告乃翁
生當作人傑,死亦為鬼雄
生當作人傑，下句,死亦為鬼雄
用於啟動功法點大節點額外增加成的道具是,功法要訣
用於激活功法點大節點額外加成的道具是,功法要訣
申公豹沒有在以下哪個靈界勢力待過,玉虛城
畢竟西湖六月中,清澈不與四時同
畢竟西湖六月中，下句,風光不與四時同
異界修士為什麼入侵逍遙修仙界,靈氣枯竭
異界至尊來自什麼地方,大自在天
異界至尊是誰的弟子,白骨夫人
當修煉速度超過全區分99%的仙友後，你會在洞府獲得哪種評價,得道飛昇
病樹前頭萬木春,沉舟側畔千帆過
病樹前頭萬木春，上句,沉舟側畔千帆過
痛飲狂歌空度日,飛揚跋扈為誰雄
痛飲狂歌空度日，下句,飛揚跋扈為誰雄
登仙台原本是靈界那一族的歸藏之地,靈族
白日依山盡,黃河入海流
白日依山盡，下句,黃河入海流
白日放歌須縱酒,青春作伴好還鄉
白日放歌須縱酒，下句,青春作伴好還鄉
白毛浮綠水,紅掌撥清波
白毛浮綠水，下句,紅掌撥清波
直掛雲帆濟滄海,長風破浪會有時
直掛雲帆濟滄海，上句,長風破浪會有時
相看兩不厭,只有敬亭山
相看兩不厭，下句,唯有敬亭山
相見時難別亦難,東風無力百花殘
相見時難別亦難，下句,東風無力百花殘
真元護盾/血盾可以承受多少比例的傷害,0.8
真元護盾承受10點傷害需要消耗多少真元,5
神秘獸魂石無法鑑定出哪種物品,機緣
神秘靈獸袋中無法獲得以下哪種靈獸,羽玄蛇
神話故事後羿射日中，后羿最終射下幾個太陽,9
神話故事精衛填海中，精衛為什麼要填海,報復大海
神通施放消耗自身氣血,冥術寂滅
神遊三界的遊戲歷需要消耗各種道具/,神遊引靈書
神遊三界的遊歷需要消耗哪種道具,神遊引靈書
福靈寶庫刷新時間,每月1日
福靈寶庫沒有哪種商品,返場時裝
秋水共長天一色,落霞與孤鶩齊飛
秋水共長天一色，上句,落霞與孤鶩齊飛
秘藥無法增加以下哪種屬性,會心倍率
秦時明月漢時關,萬裡長徵人未還
秦時明月漢時關，下句,萬里長征人未還
空山不見人,但聞人語響
空山不見人，下句,但聞人語響
突破到仙尊境界需要消耗多少靈石,無數
突破到仙帝境界之後，法力會發生什麼變化,無窮無盡
窗含西嶺千秋雪,門泊東吳萬裡船
窗含西嶺千秋雪，下句,門泊東吳萬里船
竹外桃花三兩枝,春江水暖鴨先知
竹外桃花三兩枝，下句,春江水暖鴨先知
筆落驚風雨,詩成泣鬼神
粉身碎骨渾不怕,要留清白在人間
精衛填海，精衛是誰的女兒,炎帝
精衛靈界百族哪一族,羽族
紅杏枝頭春意鬧,綠楊煙外曉寒輕
紅杏枝頭春意鬧，上句,綠楊煙外曉寒輕
紅色品質納靈石最高可儲存多少小時的額外修煉收益,40
紅色品質納靈石最高可儲存多少小時的額外訓練收益,40
紙上得來終覺淺,絕知此事要躬行
紙上得來終覺淺，下句,絕知此事要躬行
紫色突破丹藥可以增加多少突破概率,0.3
紫色突破丹藥可以降低多少比例的元神恢復時間,0.55
細雨魚兒出,微風燕子斜
細雨魚兒出，下句,微風燕子斜
總為浮雲能蔽日,長安不見使人愁
總為浮雲能蔽日，下句,長安不見使人愁
繁華事散逐香塵,流水無情草自春
繁華事散逐香塵，下句,流水無情草自春
羌笛何須怨楊柳,春風不度玉門關
羌笛何須怨楊柳，下句,春風不度玉門關
美人捲珠簾,深坐蹙蛾眉
聚仙宴會的酒會仙禮開不出什麼資源,神秘靈獸袋
臨行密密縫,意恐遲遲歸
臨行密密縫，下句,意恐遲遲歸
自是尋春去校遲,不須惆悵怨芳時
至今思項羽,不肯過江東
至今思項羽，下句,不肯過江東
與精衛爭奪羽族王位的是,雷震子
與紅拂女私奔的人是誰,李靖
舉世皆濁我獨清,眾人皆醉我獨醒
舉世皆濁我獨清，下句,眾人皆醉我獨醒
舉杯邀明月,對影成三人
舉杯邀明月，下句,對影成三人
舉頭望明月,低頭思故鄉
舉頭望明月，下句,低頭思故鄉
舊時王謝堂前燕,飛入尋常百姓家
舊時王謝堂前燕，下句,飛入尋常百姓家
花氣襲人知晝暖,雀聲穿樹喜新晴
花氣襲人知晝暖，下句,雀聲穿樹喜新晴
芸娘是什麼身份,大妖血脈
芸娘身上有什麼血脈,青鸞
草長鶯飛二月天,拂堤楊柳醉春煙
草長鶯飛二月天，下句,拂堤楊柳醉春煙
莫愁前路無知己,天下誰人不識君
莫愁前路無知己，下句,天下誰人不識君
莫笑農家臘酒渾,豐年留客足雞豚
莫笑農家臘酒渾，下句,豐年留客足雞豚
華林仙子屬於仙界什麼勢力,瑤池
萬仙聊天頻道是多少位面,96
萬妖寶境的周常開放時間是什麼時間開始,週三
萬妖寶境的基礎挑戰獎勵是萬妖果和什麼,萬妖魂
萬族征途玩法中，用於萬族鼎額外徵收道具,徵收令
萬紫千紅總是春,等閒識得東風面
萬紫千紅總是春，上句,等閒識得東風面
萬裡悲秋常作客,百年多病獨登臺
萬里悲秋常作客，下句,百年多病獨登臺
落紅不是無情物,化作春泥更護花
落紅不是無情物，下句,化作春泥更護花
葡萄美酒夜光杯,欲飲琵琶馬上催
葡萄美酒夜光杯，下句,欲飲琵琶馬上催
藏經閣每週最多兌換幾本神通要訣,3
藥園最多可以種植多少塊地,36
蘆蒿滿地蘆芽短,正是河豚欲上時
蘆蒿滿地蘆芽短，下句,正是河豚欲上時
蘭陵美酒鬱金香,玉碗盛來琥珀光
蘭陵美酒鬱金香，下句,玉碗盛來琥珀光
蠟燭有心還惜別,替人垂淚到天明
蠟燭有心還惜別，下句,替人垂淚到天明
裝備下列哪一個法寶能增加鬼使的攻擊繼承率,索
裝備以下哪個法寶能增加鬼使的攻擊繼承率,索
裝備以下哪個法寶能增加鬼使的氣血繼承率,面
西三山前白鷺飛，下句,桃花流水鱖魚肥
西出陽關無故人的上句,勸君更盡一杯酒
西塞山前白鷺飛,桃花流水鱖魚肥
西湖歌舞幾時休,山外青山樓外樓
西湖歌舞幾時休，上句,山外青山樓外樓
解落三秋葉,能開二月花
解落三秋葉，下句,能開二月花
解鎖《化龍訣》功法需要以下哪種靈獸達到中品,幽冥蛟龍
解鎖《嘯月天決》功法需要下列哪一種靈獸到下品,幽冥蛟龍
解鎖《嘯月天決》功法需要以下哪種靈獸到下品,幽冥蛟龍
解鎖《媚月寶典》功法需要下列哪一種靈獸到中品,玉瞳狐
解鎖《媚月寶典》功法需要以下哪種靈獸到中品,玉瞳狐
解鎖隨身小道童需要哪種道具,九玄仙玉
誰家玉笛暗飛聲,散入春風滿洛城
誰家玉笛暗飛聲，下句,散入春風滿洛城
誰是東皇後人,黑帝
請君莫奏前朝曲,聽唱新翻楊柳枝
諸天絕技陣的作用是,施展仙靈絕技
諸天絕技陣的陣眼升級需要消耗什麼材料,絕陣石
諸天絕技陣眼的升級可以提供,絕技倍率加成
路人借問遙招手,怕得魚驚不宜人
路人借問遙招手，下句,怕得魚驚不應人
輪迴池不能獲得,造化玉
輪迴池升級出身等級需要消耗什麼道具,天運晶
輪迴池最先解鎖的出身是,山野村夫
轉軸撥弦三兩聲,未成曲調先有情
轉軸撥絃三兩聲，下句,未成曲調先有情
返景入深林,複照青苔上
返景入深林，下句,復照青苔上
造化演武的冠軍標誌是,造化三聖尊
造化演武的冠軍稱號是,造化三聖尊
遊戲 | 「此為呂仙觀雨所悟，劍出如驟雨，一劍疾出，速擊兩人次」形容那一神通,驟雨劍法
遊戲「映陰曹一角降世，單此界靈土，削魂厄魄，如陷鬼沼」是訴哪一神通,冥術陰曹暗
遊戲「此手段無窮無盡，又具有金剛不壞之力，達到武道乾陽之極。代表哪一神通,封魔困龍手
遊戲下列哪一個不是仙靈可以增加仙界秘境妖丹取得,同年功曹
遊戲下列哪一個不是古寶升星所的材質,探寶令
遊戲 下列哪一個不是輪迴池的出身,牛炬
遊戲 下列哪一個不是體修的修練境界,400
遊戲 下列哪一個不是體修的修練境界,武極
遊戲 下列哪一個仙決只能攻擊單一目標,神域咒
遊戲下列哪一個仙靈絕技可以對敵方所有目標造成傷害,六層
遊戲下列哪一個仙靈絕技可以解鎖自身減益,劍靈轉世
遊戲下列哪一個仙靈絕技無法回復自身氣血,螢惑守心
遊戲 下列哪一個古寶不是從天命賜福中獲得的,八荒鼎
遊戲 下列哪一個屬性無法透過古寶套裝獲得效果,龍吉公主
遊戲 下列哪一個本源無法透過天象獲得,流凰古界
遊戲 下列哪一個獎勵是可以透過小世界引靈獲得的,荒域
遊戲 下列哪一個神通消耗鬼使不在場也可以使用,幽判·無妄痴
遊戲 下列哪一個神通消耗鬼使在場也可以使用,幽判·無妄痴
遊戲 下列哪一個造化至寶可以幫助催熟靈植,掌天壺
遊戲下列哪一個造化至寶可用於提純丹藥,造化玉
遊戲 下列哪一個道具能夠提昇仙友感,碧玉晶
遊戲 下列哪一個鑄寶是紫色品質的,滅靈神槍
遊戲 下列哪一種古寶可以提供心倍率加成,10
遊戲 下列哪一種古寶可以提供洞府靈氣加成,聚靈玉璧
遊戲 下列哪一種古寶可以提供秘境掛機靈石加成,玄金葫蘆
遊戲 下列哪一種古寶是主動古寶,龍淵劍
遊戲 下列哪一項不是化身的天賦,豐緣
遊戲 下列哪一項功法是一​​級功法,玄靈龜
遊戲世界天道中無法獲得下列哪一種屬性加成,神通傷害加成
遊戲 中天北域中徵戰最終傷害加成節點屬於哪一種遊歷類型,中天山河
遊戲 中天南域/北域中增加基礎氣血人口的族群屬於哪一種遊歷類型,中天奇寶
遊戲中的大師姐叫什麼名字,蕭情
遊戲今年是多長,15分鐘
遊戲仙魔決在非休賽季轉修仙魔要花費原來幾倍的機緣,3
遊戲 以下不屬於仙族的仙靈是,金吒
遊戲 以下各種仙魔法寶都屬於魔修,1000
遊戲以下哪一個不是跨界論道紀元第一名獎勵道號,跨界道尊
遊戲以下哪一個標題是跨界論道紀元第一名獎勵道號是什麼,武極
遊戲 以下幾種古寶無法為輪迴池玩法提供補充,800
遊戲修仙者的化身修練到什麼境界時可以啟動天賦,螢惑守心
遊戲 兩位仙友想要結為道情侶,雙方均為初次結偶
遊戲大境界渡劫時使用靈盾，可以承受多少雷劫傷害,0.3
遊戲宗門事務的事務令有何作用,提升交易等級
遊戲將夜明珠召喚仙友，可以增加多少好感度,陰司審判
遊戲將松鶴圖輸送仙友，可以增加多少好感度,魑魅
遊戲成道之路中無法獲得下列哪一種屬性加成,每日福緣
遊戲歷練點的取得管道不包括,0.55
遊戲神秘靈獸袋中無法獲得下列哪一種靈獸,羽玄蛇
遊戲秘藥無法增加下列幾種屬性,會心倍率
遊戲解鎖《化龍訣》功法需要下列哪一種靈獸達到中品,幽冥蛟龍
遊戲那樣的效果可以和真元護盾同時存在,屏障
遊戲 鎮妖塔每日提供的收益類型為,神通心得
過江千尺浪,入竹萬根斜
過江千尺浪，下句,入竹萬竿斜
道侶贈送次數,10
道是無晴卻有晴,東邊日出西邊雨
道是無晴卻有晴，上句,東邊日出西邊雨
遙望洞庭山水翠,白銀盤裡一青螺
遙望洞庭山水翠，下句,白銀盤裡一青螺
遙知兄弟登高處,遍插茱萸少一人
遙知兄弟登高處，下句,遍插茱萸少一人
遠上寒山石徑斜,白雲生處有人家
遠上寒山石徑斜，下句,白雲生處有人家
遠古時代，天塌地陷，將天空補好的是,女媧
遠處寒山石徑斜,白雲生處有人家
遠近高低各不同,橫看成嶺側成峰
遠近高低各不同，上句,橫看成嶺側成峰
遲日江山麗,春風花草香
遲日江山麗，下句,春風花草香
遺民淚盡胡塵裡,南望王師又一年
遺民淚盡胡塵裡，下句,南望王師又一年
酒債尋常行處有,人生七十古來稀
酒債尋常行處有，下句,人生七十古來稀
醉臥沙場君莫笑,古來徵戰幾人回
醉臥沙場君莫笑，下句,古來征戰幾人回
醉臥知萬事空,悲不見九州同
野火燒不盡,春風吹又生
野火燒不盡，下句,春風吹又生
金吒的師傅是誰,玉鼎真人
銀燭秋光冷畫屏，下句,輕羅小扇撲流螢
鎮妖塔一共有幾層,1500
鎮妖塔底的妖王是誰,鬼車
鎮魔深淵主要可以獲得貢獻和什麼獎勵,玄晶石
鎮魔深淵每一檔挑戰獎勵有多少玄晶石,90
鎮魔深淵的每一檔挑戰獎勵有多少個玄晶石,90
鎮魔深淵超過多少個仙友一同戰鬥可以獲得加成,5
鎮魔深淵超過幾個仙友一起戰鬥可以加成,96
鑄寶升星除了鑄寶碎片外，還需要什麼材料,鑄寶真玉
鑄寶強化需要消耗哪種道具,鑄寶隕鐵
鑄寶鑄造是需要消耗多少碎片,10
長安回望繡成堆,山頂千門次第開
長安回望繡成堆，下句,山頂千門次第開
開啟一次乾坤社稷圖需要消耗多少乾坤玉簡,100
開啟一次玄光寶盒需要消耗多少玄光玉簡,30
開啟一次玄天造化圖需要消耗多少造化玉簡,200
闖蕩天界需要消耗多少靈石,億萬
隔江猶唱後庭花,商女不知亡國恨
隔江猶唱後庭花，上句,商女不知亡國恨
離離原上草,一歲一枯榮
離離原上草，下句,一歲一枯榮
雷劫珠可以對獸潮造成多少傷害,30億
靈動丹可以增加哪種屬性,法術閃避
靈獸仙師來自御獸宗，他的名諱是,李長庚
靈獸仙師的黑童子口中所說的靈狐一組是哪裡的,青丘國
靈獸化形需要達到什麼品質,珍品
靈獸寶鑑中無法獲得以下哪種道具,神秘靈獸袋
靈獸技能升級需要用到什麼物品,伴妖草
靈界中，飛廉在羽族招喚出了什麼魔物,五行元靈
靈界劇情中，九幽虛簧鼎的剋星是甚麼法寶,五行靈盤
靈界玉虛城主是誰,玉鼎真人
靈界與巫族爭鬥數千年的是什麼勢力,靈族
靈界鬼帝的名字是,沉姜
青山隱隱水迢迢,秋盡江南草未凋
青山隱隱水迢迢，下句,秋盡江南草未凋
須彌山是什麼勢力在靈界的代表,天庭
領域不包含哪種,修羅領域
領域不包含單一,修羅領域
領域的CD是多少,60秒
領域養成材料無法從以下哪種途徑獲得,萬族征途
風行丹可以增加以下哪種屬性,物理閃避
飄飄何所似,天地一沙鷗
飄飄何所似，下句,天地一沙鷗
飛流直下三千尺,疑是銀河落九天
飛流直下三千尺，下句,疑是銀河落九天
養成仙靈絕技不需要消耗以下哪種道具,瑤池玉液
馭鬼方向秘術的施展名稱叫什麼,奪魄控魂
騰龍散可以增加甚麼修為,練體修為
鬼修支線中，修士誤入了哪裡,鬼門關
鬼帝沉姜在下界之前是什麼身份,仙界星官
鬼道異途中，大師姐為什麼要在陰陽之間獨自修行,為了報仇
鬼道異途 中 幽冥消息最靈通的是,墓音鬼使
鬼道異途中，為尋找鬼劍無名，擺渡使懸賞多少機緣,三千機緣
“魂釘無形，定魂離體，引頸受戮：非尋常之力可抵。”是形容哪一神通,離魂釘
魑魅對你佈下的幻境名稱是,問心幻境
鳥去鳥來山色裡,人歌人哭水聲中
鳥去鳥來山色裡，下句,人歌人哭水聲中
黃河遠上白雲間,一片孤城萬仞山
黃河遠上白雲間，下句,一片孤城萬仞山
黑雲翻墨未遮山,白雨跳珠亂入船
黑雲翻墨未遮山，下句,白雨跳珠亂入船
龍靈丹是什麼境界的丹藥,元嬰
古典傳說中，阻隔牛郎織女的是?,王母劃出的天河
修此道者神魂強大，眼望幽冥，念入輪轉 形容的是哪個修練方向?,馭鬼
以下哪個神通不帶有持續傷害效果,聖語，君子罪
領悟功法媚月寶典需要培養哪隻靈獸,玉瞳狐
旅行散商每天最多能觸發幾次?,一次
